,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL
15866,2021,40208,7,COLEGIO TECNICO PROFESIONAL ALTUE, ,65115283,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,953421000000000","-71,24812300000001",1,110,310,410,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
15880,2021,40231,1,COLEGIO CORDILLERA, ,65145383,1,4,COQ,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,939310000000000","-71,23967000000000",0,10,110,310,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,MAS DE $100.000
15912,2021,40266,4,ESCUELA ESPECIAL DE LENGUAJE ENTRETEPALABRAS, ,65143363,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,969055000000000","-71,24937000000000",0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15919,2021,40273,7,ESCUELA ESPECIAL DE LENGUAJE TIERRA DE ANGELE, ,65154193,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,978090000000000","-71,24852000000000",0,214,0,0,0,0,0,0,0,0,0,0,1,1,7,NINGUNA ORIENTACIÓN RELIGIOSA,GRATUITO,GRATUITO
15924,2021,40279,6,JARDIN INFANTIL AULA MAGICA, ,65153642,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO
15930,2021,40286,9,DUC IN ALTUM! COLEGIO PARA ADULTOS, ,76091715,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,$1.000 A $10.000,GRATUITO
15934,2021,40290,7,ESCUELA DE ADULTOS MONTULN KIMKËLEM, ,76088168,1,4,COQ,41,4101,LA SERENA,41,ELQUI,3,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO
15941,2021,40298,2,COLEGIO BERNARDO O´HIGGINS, ,65146463,1,4,COQ,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,927200000000000","-71,25833100000000",1,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15943,2021,40300,8,ESCUELA ESPECIAL DE LENGUAJE ANTIYAL LAS COMP, ,65154457,1,4,COQ,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,936235000000000","-71,25749000000000",0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15945,2021,40302,4,ESCUELA ESPECIAL DE LENGUAJE EL ARBOL, ,65117246,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,962047000000000","-71,30042200000000",0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15946,2021,40303,2,ESCUELA ESPECIAL DE LENGUAJE CHOCOLATITO, ,65142581,1,4,COQ,43,4304,PUNITAQUI,42,LIMARÍ,3,2,1,"-30,835958000000000","-71,25580600000001",0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15959,2021,40318,0,ESCUELA ESPECIAL CORPADIS, ,65156405,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,957686000000000","-71,34314300000000",0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15960,2021,40319,9,COLEGIO PART. SUB. CUMBRES DEL CHOAPA, ,65151772,1,4,COQ,42,4204,SALAMANCA,43,CHOAPA,3,2,0,"-31,786860000000000","-70,96282200000000",1,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15962,2021,40321,0,COLEGIO DE ADULTOS BRILLA EL SOL DE LA SERENA, ,65147519,1,4,COQ,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,945272000000000","-71,25664500000001",0,363,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
15963,2021,40322,9,ESC. ESP. DE TRAST. DEL LENGUAJE CORDILLERA P, ,65154141,1,4,COQ,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,969617000000000","-71,30410200000000",0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
